Country,Year,Value,Rank,Top10Rank
FRANCE,1998,0.0,124.0,
FRANCE,1999,0.0,129.0,
FRANCE,2000,0.0,128.0,
FRANCE,2001,0.0,133.0,
FRANCE,2002,0.0,127.0,
FRANCE,2003,0.0,131.0,
ALBANIA,1995,304.0,91.0,
ALGERIA,1995,520.0,72.0,
ANGUILLA,1995,107.0,105.0,
ANTIGUA AND BARBUDA,1995,447.0,76.0,
ARUBA,1995,912.0,63.0,
AUSTRALIA,1995,3726.0,30.0,
AZERBAIJAN,1995,93.0,106.0,
BAHAMAS,1995,3239.0,34.0,
BAHRAIN,1995,2311.0,40.0,
BARBADOS,1995,927.0,61.0,
BELIZE,1995,342.0,88.0,
BENIN,1995,580.0,69.0,
BERMUDA,1995,557.0,71.0,
BONAIRE,1995,70.0,110.0,
BOTSWANA,1995,636.0,68.0,
BRITISH VIRGIN ISLANDS,1995,365.0,86.0,
BRUNEI DARUSSALAM,1995,498.0,73.0,
BULGARIA,1995,8005.0,18.0,
CANADA,1995,41657.0,8.0,8.0
CAYMAN ISLANDS,1995,1044.0,57.0,
CHAD,1995,58.0,113.0,
CHINA,1995,46387.0,7.0,7.0
COLOMBIA,1995,1433.0,51.0,
"CONGO, DEMOCRATIC REPUBLIC OF THE",1995,85.0,108.0,
COSTA RICA,1995,924.0,62.0,
COTE D´IVOIRE,1995,188.0,99.0,
CROATIA,1995,16100.0,12.0,
CUBA,1995,745.0,66.0,
CURAÇAO,1995,396.0,83.0,
CYPRUS,1995,2253.0,41.0,
DOMINICA,1995,203.0,98.0,
DOMINICAN REPUBLIC,1995,1806.0,46.0,
ECUADOR,1995,440.0,77.0,
EGYPT,1995,3133.0,35.0,
ERITREA,1995,315.0,90.0,
ESTONIA,1995,2111.0,44.0,
FIJI,1995,476.0,74.0,
FRENCH POLYNESIA,1995,186.0,100.0,
GABON,1995,203.0,98.0,
GEORGIA,1995,85.0,108.0,
GREECE,1995,10712.0,15.0,
GRENADA,1995,369.0,85.0,
GUADELOUPE,1995,1059.0,56.0,
GUATEMALA,1995,563.0,70.0,
HAITI,1995,370.0,84.0,
"HONG KONG, CHINA",1995,10200.0,17.0,
HUNGARY,1995,39240.0,9.0,9.0
ICELAND,1995,211.0,96.0,
INDIA,1995,2143.0,43.0,
INDONESIA,1995,4324.0,26.0,
"IRAN, ISLAMIC REPUBLIC OF",1995,452.0,75.0,
IRAQ,1995,61.0,112.0,
ISRAEL,1995,2530.0,38.0,
ITALY,1995,55706.0,5.0,5.0
JAMAICA,1995,1752.0,47.0,
JAPAN,1995,3345.0,32.0,
JORDAN,1995,3277.0,33.0,
KENYA,1995,974.0,60.0,
"KOREA, REPUBLIC OF",1995,3753.0,29.0,
KUWAIT,1995,1443.0,50.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,1995,346.0,87.0,
LATVIA,1995,1633.0,49.0,
LESOTHO,1995,209.0,97.0,
LIBYA,1995,1832.0,45.0,
LITHUANIA,1995,2600.0,37.0,
"MACAO, CHINA",1995,7752.0,19.0,
MADAGASCAR,1995,115.0,103.0,
MALAYSIA,1995,14885.0,14.0,
MALTA,1995,1193.0,55.0,
MARTINIQUE,1995,885.0,64.0,
MAURITIUS,1995,437.0,78.0,
MEXICO,1995,85446.0,1.0,1.0
"MOLDOVA, REPUBLIC OF",1995,32.8,115.0,
MONGOLIA,1995,108.0,104.0,
MONTSERRAT,1995,19.3,117.0,
MOROCCO,1995,2752.0,36.0,
NAMIBIA,1995,421.0,79.0,
NEW CALEDONIA,1995,122.0,102.0,
NEW ZEALAND,1995,1409.0,53.0,
NICARAGUA,1995,341.0,89.0,
NIGERIA,1995,1031.0,58.0,
NORTHERN MARIANA ISLANDS,1995,676.0,67.0,
PANAMA,1995,417.0,80.0,
PARAGUAY,1995,15678.0,13.0,
POLAND,1995,82244.0,2.0,2.0
PORTUGAL,1995,23066.0,11.0,
PUERTO RICO,1995,4087.0,28.0,
ROMANIA,1995,5445.0,23.0,
RUSSIAN FEDERATION,1995,10290.0,16.0,
SABA,1995,25.0,116.0,
SAINT KITTS AND NEVIS,1995,203.0,98.0,
SAINT LUCIA,1995,407.0,82.0,
SAINT VINCENT AND THE GRENADINES,1995,218.0,95.0,
SAN MARINO,1995,3368.0,31.0,
SAUDI ARABIA,1995,4398.0,25.0,
SEYCHELLES,1995,127.0,101.0,
SINGAPORE,1995,7137.0,21.0,
SINT EUSTATIUS,1995,25.0,116.0,
SINT MAARTEN (DUTCH PART),1995,1024.0,59.0,
SLOVENIA,1995,63674.0,4.0,4.0
SOUTH AFRICA,1995,4684.0,24.0,
SPAIN,1995,52460.0,6.0,6.0
SRI LANKA,1995,414.0,81.0,
SURINAME,1995,69.0,111.0,
SYRIAN ARAB REPUBLIC,1995,2253.0,41.0,
TAIWAN PROVINCE OF CHINA,1995,2332.0,39.0,
"TANZANIA, UNITED REPUBLIC OF",1995,295.0,92.0,
TONGA,1995,33.0,114.0,
TRINIDAD AND TOBAGO,1995,282.0,93.0,
TUNISIA,1995,4186.0,27.0,
TÜRKIYE,1995,7727.0,20.0,
TURKMENISTAN,1995,233.0,94.0,
UKRAINE,1995,6127.0,22.0,
UNITED KINGDOM,1995,23537.0,10.0,10.0
UNITED STATES OF AMERICA,1995,79732.0,3.0,3.0
UNITED STATES VIRGIN ISLANDS,1995,1741.0,48.0,
URUGUAY,1995,2177.0,42.0,
UZBEKISTAN,1995,92.0,107.0,
VANUATU,1995,82.0,109.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",1995,879.0,65.0,
VIET NAM,1995,1351.0,54.0,
ZIMBABWE,1995,1416.0,52.0,
ALBANIA,1996,287.0,97.0,
ALGERIA,1996,605.0,73.0,
ANGUILLA,1996,86.0,114.0,
ANTIGUA AND BARBUDA,1996,498.0,81.0,
ARUBA,1996,957.0,65.0,
AUSTRALIA,1996,4165.0,28.0,
AZERBAIJAN,1996,210.0,105.0,
BAHAMAS,1996,3416.0,35.0,
BAHRAIN,1996,1988.0,47.0,
BARBADOS,1996,957.0,65.0,
BELIZE,1996,349.0,92.0,
BENIN,1996,516.0,79.0,
BERMUDA,1996,570.0,75.0,
BONAIRE,1996,80.0,115.0,
BOTSWANA,1996,656.0,72.0,
BRITISH VIRGIN ISLANDS,1996,412.0,86.0,
BRUNEI DARUSSALAM,1996,837.0,68.0,
BULGARIA,1996,6811.0,23.0,
CANADA,1996,43256.0,9.0,9.0
CAYMAN ISLANDS,1996,1173.0,59.0,
CHAD,1996,67.0,118.0,
CHINA,1996,51128.0,8.0,8.0
COLOMBIA,1996,751.0,70.0,
COSTA RICA,1996,940.0,66.0,
COTE D´IVOIRE,1996,237.0,101.0,
CROATIA,1996,19085.0,13.0,
CUBA,1996,1004.0,62.0,
CURAÇAO,1996,387.0,90.0,
CYPRUS,1996,2089.0,45.0,
DOMINICA,1996,261.0,100.0,
DOMINICAN REPUBLIC,1996,2037.0,46.0,
ECUADOR,1996,494.0,82.0,
EGYPT,1996,3896.0,31.0,
ERITREA,1996,417.0,85.0,
ESTONIA,1996,2444.0,39.0,
ESWATINI,1996,1337.0,55.0,
FIJI,1996,534.0,77.0,
FRANCE,1996,148263.0,1.0,1.0
FRENCH POLYNESIA,1996,184.0,107.0,
GABON,1996,217.0,103.0,
GEORGIA,1996,117.0,112.0,
GREECE,1996,9782.0,18.0,
GRENADA,1996,386.0,91.0,
GUADELOUPE,1996,1236.0,57.0,
GUATEMALA,1996,520.0,78.0,
HAITI,1996,400.0,88.0,
HONDURAS,1996,271.0,99.0,
"HONG KONG, CHINA",1996,12974.0,16.0,
HUNGARY,1996,39833.0,10.0,10.0
ICELAND,1996,223.0,102.0,
INDIA,1996,2308.0,43.0,
INDONESIA,1996,5034.0,27.0,
"IRAN, ISLAMIC REPUBLIC OF",1996,573.0,74.0,
IRAQ,1996,51.0,119.0,
ISRAEL,1996,2360.0,41.0,
ITALY,1996,59805.0,6.0,6.0
JAMAICA,1996,1821.0,48.0,
JAPAN,1996,3837.0,32.0,
JORDAN,1996,3164.0,37.0,
KAZAKHSTAN,1996,202.0,106.0,
KENYA,1996,1003.0,63.0,
"KOREA, REPUBLIC OF",1996,3684.0,33.0,
KUWAIT,1996,1565.0,53.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,1996,403.0,87.0,
LATVIA,1996,1750.0,50.0,
LESOTHO,1996,312.0,96.0,
LIBYA,1996,1276.0,56.0,
LITHUANIA,1996,3497.0,34.0,
"MACAO, CHINA",1996,8151.0,20.0,
MALAYSIA,1996,14084.0,15.0,
MALTA,1996,1123.0,60.0,
MARTINIQUE,1996,885.0,67.0,
MAURITIUS,1996,509.0,80.0,
MEXICO,1996,90394.0,2.0,2.0
"MOLDOVA, REPUBLIC OF",1996,28.9,121.0,
MONGOLIA,1996,71.0,117.0,
MONTSERRAT,1996,9.0,124.0,
MOROCCO,1996,2856.0,38.0,
NAMIBIA,1996,560.0,76.0,
NEW CALEDONIA,1996,138.0,111.0,
NEW ZEALAND,1996,1529.0,54.0,
NICARAGUA,1996,388.0,89.0,
NIGERIA,1996,1230.0,58.0,
NORTHERN MARIANA ISLANDS,1996,736.0,71.0,
PANAMA,1996,443.0,83.0,
PARAGUAY,1996,12868.0,17.0,
POLAND,1996,87439.0,3.0,3.0
PORTUGAL,1996,23252.0,12.0,
PUERTO RICO,1996,4110.0,29.0,
ROMANIA,1996,5205.0,25.0,
RUSSIAN FEDERATION,1996,16208.0,14.0,
SABA,1996,24.3,122.0,
SAINT KITTS AND NEVIS,1996,172.0,109.0,
SAINT LUCIA,1996,422.0,84.0,
SAINT VINCENT AND THE GRENADINES,1996,216.0,104.0,
SAN MARINO,1996,3345.0,36.0,
SEYCHELLES,1996,142.0,110.0,
SINGAPORE,1996,7292.0,22.0,
SINT EUSTATIUS,1996,24.0,123.0,
SINT MAARTEN (DUTCH PART),1996,1022.0,61.0,
SLOVENIA,1996,71876.0,5.0,5.0
SOUTH AFRICA,1996,5186.0,26.0,
SPAIN,1996,55077.0,7.0,7.0
SRI LANKA,1996,315.0,95.0,
STATE OF PALESTINE,1996,795.0,69.0,
SURINAME,1996,74.0,116.0,
SYRIAN ARAB REPUBLIC,1996,2435.0,40.0,
TAIWAN PROVINCE OF CHINA,1996,2358.0,42.0,
TAJIKISTAN,1996,0.7,125.0,
"TANZANIA, UNITED REPUBLIC OF",1996,326.0,93.0,
THAILAND,1996,7434.0,21.0,
TONGA,1996,31.0,120.0,
TRINIDAD AND TOBAGO,1996,317.0,94.0,
TUNISIA,1996,3986.0,30.0,
TÜRKIYE,1996,8614.0,19.0,
TURKMENISTAN,1996,282.0,98.0,
UKRAINE,1996,6750.0,24.0,
UNITED KINGDOM,1996,25163.0,11.0,
UNITED STATES OF AMERICA,1996,82756.0,4.0,4.0
UNITED STATES VIRGIN ISLANDS,1996,1779.0,49.0,
URUGUAY,1996,2258.0,44.0,
UZBEKISTAN,1996,173.0,108.0,
VANUATU,1996,103.0,113.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",1996,960.0,64.0,
VIET NAM,1996,1607.0,51.0,
ZIMBABWE,1996,1597.0,52.0,
ALBANIA,1997,119.0,111.0,
ALGERIA,1997,635.0,76.0,
ANGUILLA,1997,114.0,112.0,
ANTIGUA AND BARBUDA,1997,526.0,85.0,
ARUBA,1997,947.0,66.0,
AUSTRALIA,1997,4318.0,30.0,
AZERBAIJAN,1997,306.0,99.0,
BAHAMAS,1997,3446.0,35.0,
BAHRAIN,1997,2600.0,40.0,
BARBADOS,1997,990.0,64.0,
BELIZE,1997,305.0,100.0,
BENIN,1997,541.0,83.0,
BERMUDA,1997,562.0,80.0,
BONAIRE,1997,86.0,113.0,
BOTSWANA,1997,765.0,70.0,
BRITISH VIRGIN ISLANDS,1997,365.0,94.0,
BRUNEI DARUSSALAM,1997,643.0,75.0,
BULGARIA,1997,7543.0,21.0,
CANADA,1997,45076.0,9.0,9.0
CAYMAN ISLANDS,1997,1248.0,58.0,
CHAD,1997,77.0,117.0,
CHINA,1997,57588.0,8.0,8.0
COLOMBIA,1997,758.0,72.0,
COSTA RICA,1997,1013.0,62.0,
COTE D´IVOIRE,1997,274.0,103.0,
CROATIA,1997,23660.0,13.0,
CUBA,1997,1170.0,60.0,
CURAÇAO,1997,422.0,89.0,
CYPRUS,1997,2194.0,47.0,
DOMINICA,1997,299.0,101.0,
DOMINICAN REPUBLIC,1997,2482.0,41.0,
ECUADOR,1997,529.0,84.0,
EGYPT,1997,3961.0,32.0,
ERITREA,1997,410.0,90.0,
ESTONIA,1997,2618.0,39.0,
ESWATINI,1997,1635.0,53.0,
FIJI,1997,547.0,82.0,
FRANCE,1997,157551.0,1.0,1.0
FRENCH POLYNESIA,1997,201.0,106.0,
GABON,1997,247.0,104.0,
GEORGIA,1997,313.0,97.0,
GREECE,1997,10588.0,19.0,
GRENADA,1997,368.0,93.0,
GUADELOUPE,1997,1130.0,61.0,
GUATEMALA,1997,576.0,78.0,
HAITI,1997,387.0,91.0,
HONDURAS,1997,310.0,98.0,
"HONG KONG, CHINA",1997,11273.0,17.0,
HUNGARY,1997,37315.0,10.0,10.0
ICELAND,1997,223.0,105.0,
INDIA,1997,2395.0,43.0,
INDONESIA,1997,5185.0,25.0,
"IRAN, ISLAMIC REPUBLIC OF",1997,764.0,71.0,
IRAQ,1997,15.0,122.0,
ISRAEL,1997,2295.0,46.0,
ITALY,1997,57998.0,7.0,7.0
JAMAICA,1997,1904.0,49.0,
JAPAN,1997,4218.0,31.0,
JORDAN,1997,3068.0,38.0,
KAZAKHSTAN,1997,284.0,102.0,
KENYA,1997,1001.0,63.0,
"KOREA, REPUBLIC OF",1997,3908.0,33.0,
KUWAIT,1997,1638.0,52.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,1997,463.0,87.0,
LATVIA,1997,1842.0,50.0,
LESOTHO,1997,313.0,97.0,
LIBYA,1997,913.0,68.0,
LITHUANIA,1997,3702.0,34.0,
"MACAO, CHINA",1997,7000.0,24.0,
MALAYSIA,1997,12591.0,16.0,
MALTA,1997,1238.0,59.0,
MARTINIQUE,1997,900.0,69.0,
MAURITIUS,1997,558.0,81.0,
MEXICO,1997,92915.0,2.0,2.0
"MOLDOVA, REPUBLIC OF",1997,21.2,121.0,
MONGOLIA,1997,82.0,114.0,
MONTSERRAT,1997,6.1,123.0,
MOROCCO,1997,3203.0,37.0,
NAMIBIA,1997,610.0,77.0,
NEW CALEDONIA,1997,139.0,109.0,
NEW ZEALAND,1997,1497.0,54.0,
NICARAGUA,1997,453.0,88.0,
NIGERIA,1997,1292.0,57.0,
NORTHERN MARIANA ISLANDS,1997,695.0,73.0,
PANAMA,1997,504.0,86.0,
PARAGUAY,1997,10955.0,18.0,
POLAND,1997,87817.0,3.0,3.0
PORTUGAL,1997,24244.0,12.0,
PUERTO RICO,1997,4350.0,29.0,
ROMANIA,1997,5149.0,27.0,
RUSSIAN FEDERATION,1997,17463.0,14.0,
SABA,1997,28.6,119.0,
SAINT KITTS AND NEVIS,1997,194.0,108.0,
SAINT LUCIA,1997,563.0,79.0,
SAINT VINCENT AND THE GRENADINES,1997,200.0,107.0,
SAN MARINO,1997,3308.0,36.0,
SEYCHELLES,1997,136.0,110.0,
SINGAPORE,1997,7198.0,23.0,
SINT EUSTATIUS,1997,25.0,120.0,
SINT MAARTEN (DUTCH PART),1997,1325.0,56.0,
SLOVENIA,1997,76568.0,5.0,5.0
SOUTH AFRICA,1997,5170.0,26.0,
SPAIN,1997,62415.0,6.0,6.0
SRI LANKA,1997,384.0,92.0,
STATE OF PALESTINE,1997,685.0,74.0,
SURINAME,1997,78.0,116.0,
SYRIAN ARAB REPUBLIC,1997,2332.0,45.0,
TAIWAN PROVINCE OF CHINA,1997,2372.0,44.0,
TAJIKISTAN,1997,2.1,124.0,
"TANZANIA, UNITED REPUBLIC OF",1997,360.0,95.0,
THAILAND,1997,7530.0,22.0,
TONGA,1997,29.0,118.0,
TRINIDAD AND TOBAGO,1997,360.0,95.0,
TUNISIA,1997,4392.0,28.0,
TÜRKIYE,1997,9689.0,20.0,
TURKMENISTAN,1997,332.0,96.0,
UKRAINE,1997,14743.0,15.0,
UNITED KINGDOM,1997,25515.0,11.0,
UNITED STATES OF AMERICA,1997,82525.0,4.0,4.0
UNITED STATES VIRGIN ISLANDS,1997,2128.0,48.0,
URUGUAY,1997,2463.0,42.0,
UZBEKISTAN,1997,960.0,65.0,
VANUATU,1997,81.0,115.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",1997,933.0,67.0,
VIET NAM,1997,1716.0,51.0,
ZIMBABWE,1997,1336.0,55.0,
ALBANIA,1998,184.0,109.0,
ALGERIA,1998,678.0,75.0,
ANGUILLA,1998,114.0,112.0,
ANTIGUA AND BARBUDA,1998,570.0,80.0,
ARUBA,1998,906.0,67.0,
AUSTRALIA,1998,4167.0,31.0,
AZERBAIJAN,1998,483.0,87.0,
BAHAMAS,1998,3348.0,36.0,
BAHRAIN,1998,2898.0,40.0,
BARBADOS,1998,1019.0,61.0,
BELIZE,1998,300.0,99.0,
BENIN,1998,575.0,79.0,
BERMUDA,1998,558.0,81.0,
BONAIRE,1998,85.0,114.0,
BOTSWANA,1998,940.0,65.0,
BRITISH VIRGIN ISLANDS,1998,392.0,92.0,
BRUNEI DARUSSALAM,1998,964.0,64.0,
BULGARIA,1998,5240.0,24.0,
CANADA,1998,48064.0,8.0,8.0
CAYMAN ISLANDS,1998,1275.0,59.0,
CHAD,1998,89.0,113.0,
CHINA,1998,63478.0,6.0,6.0
COLOMBIA,1998,823.0,70.0,
COSTA RICA,1998,1167.0,60.0,
COTE D´IVOIRE,1998,301.0,98.0,
CROATIA,1998,25499.0,12.0,
CUBA,1998,1416.0,55.0,
CURAÇAO,1998,437.0,89.0,
CYPRUS,1998,2357.0,44.0,
DOMINICA,1998,312.0,97.0,
DOMINICAN REPUBLIC,1998,2702.0,41.0,
ECUADOR,1998,511.0,83.0,
EGYPT,1998,3454.0,33.0,
ERITREA,1998,188.0,108.0,
ESTONIA,1998,2909.0,39.0,
ESWATINI,1998,986.0,63.0,
FIJI,1998,499.0,85.0,
FINLAND,1998,3432.0,35.0,
FRENCH POLYNESIA,1998,211.0,105.0,
GABON,1998,274.0,101.0,
GEORGIA,1998,317.0,96.0,
GREECE,1998,11364.0,15.0,
GRENADA,1998,392.0,92.0,
GUADELOUPE,1998,914.0,66.0,
GUATEMALA,1998,636.0,76.0,
HAITI,1998,393.0,91.0,
HONDURAS,1998,324.0,95.0,
"HONG KONG, CHINA",1998,10160.0,17.0,
HUNGARY,1998,33624.0,9.0,9.0
ICELAND,1998,255.0,103.0,
INDIA,1998,2382.0,43.0,
INDONESIA,1998,4606.0,28.0,
"IRAN, ISLAMIC REPUBLIC OF",1998,1008.0,62.0,
IRAQ,1998,45.0,117.0,
ISRAEL,1998,2200.0,47.0,
ITALY,1998,58499.0,7.0,7.0
JAMAICA,1998,1899.0,50.0,
JAPAN,1998,4106.0,32.0,
JORDAN,1998,3438.0,34.0,
KAZAKHSTAN,1998,257.0,102.0,
KENYA,1998,894.0,68.0,
"KOREA, REPUBLIC OF",1998,4250.0,30.0,
KUWAIT,1998,1763.0,52.0,
KYRGYZSTAN,1998,290.0,100.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,1998,500.0,84.0,
LATVIA,1998,1788.0,51.0,
LESOTHO,1998,290.0,100.0,
LIBYA,1998,850.0,69.0,
LITHUANIA,1998,4287.0,29.0,
"MACAO, CHINA",1998,6949.0,21.0,
MALAYSIA,1998,10886.0,16.0,
MALTA,1998,1326.0,58.0,
MARTINIQUE,1998,964.0,64.0,
MAURITIUS,1998,579.0,78.0,
MEXICO,1998,95214.0,1.0,1.0
"MOLDOVA, REPUBLIC OF",1998,19.9,121.0,
MONGOLIA,1998,197.0,107.0,
MONTSERRAT,1998,9.4,122.0,
MOROCCO,1998,3267.0,37.0,
NAMIBIA,1998,681.0,74.0,
NEW CALEDONIA,1998,127.0,111.0,
NEW ZEALAND,1998,1485.0,54.0,
NICARAGUA,1998,483.0,87.0,
NIGERIA,1998,1357.0,56.0,
NORTHERN MARIANA ISLANDS,1998,490.0,86.0,
NORWAY,1998,5045.0,25.0,
PANAMA,1998,529.0,82.0,
PARAGUAY,1998,9818.0,18.0,
POLAND,1998,88592.0,2.0,2.0
PORTUGAL,1998,26560.0,10.0,10.0
PUERTO RICO,1998,4671.0,27.0,
ROMANIA,1998,4831.0,26.0,
RUSSIAN FEDERATION,1998,16188.0,13.0,
SABA,1998,25.4,119.0,
SAINT KITTS AND NEVIS,1998,250.0,104.0,
SAINT LUCIA,1998,629.0,77.0,
SAINT VINCENT AND THE GRENADINES,1998,202.0,106.0,
SAN MARINO,1998,3264.0,38.0,
SEYCHELLES,1998,134.0,110.0,
SINGAPORE,1998,6242.0,22.0,
SINT EUSTATIUS,1998,25.0,120.0,
SINT MAARTEN (DUTCH PART),1998,1339.0,57.0,
SLOVENIA,1998,65587.0,5.0,5.0
SOUTH AFRICA,1998,5898.0,23.0,
SPAIN,1998,68068.0,4.0,4.0
SRI LANKA,1998,409.0,90.0,
STATE OF PALESTINE,1998,767.0,73.0,
SURINAME,1998,70.0,116.0,
SYRIAN ARAB REPUBLIC,1998,2464.0,42.0,
TAIWAN PROVINCE OF CHINA,1998,2299.0,46.0,
TAJIKISTAN,1998,3.2,123.0,
"TANZANIA, UNITED REPUBLIC OF",1998,482.0,88.0,
THAILAND,1998,8204.0,20.0,
TONGA,1998,35.0,118.0,
TRINIDAD AND TOBAGO,1998,377.0,94.0,
TUNISIA,1998,4831.0,26.0,
TÜRKIYE,1998,9753.0,19.0,
TURKMENISTAN,1998,380.0,93.0,
UKRAINE,1998,12003.0,14.0,
UNITED KINGDOM,1998,25745.0,11.0,
UNITED STATES OF AMERICA,1998,74767.0,3.0,3.0
UNITED STATES VIRGIN ISLANDS,1998,2139.0,48.0,
URUGUAY,1998,2324.0,45.0,
UZBEKISTAN,1998,811.0,72.0,
VANUATU,1998,78.0,115.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",1998,813.0,71.0,
VIET NAM,1998,1520.0,53.0,
ZIMBABWE,1998,2090.0,49.0,
ALBANIA,1999,371.0,102.0,
ALGERIA,1999,749.0,76.0,
ANDORRA,1999,9422.0,18.0,
ANGUILLA,1999,107.0,115.0,
ANTIGUA AND BARBUDA,1999,560.0,85.0,
ARUBA,1999,972.0,66.0,
AUSTRALIA,1999,4459.0,32.0,
AZERBAIJAN,1999,602.0,83.0,
BAHAMAS,1999,3648.0,37.0,
BAHRAIN,1999,3280.0,39.0,
BARBADOS,1999,947.0,70.0,
BELIZE,1999,340.0,103.0,
BENIN,1999,941.0,71.0,
BERMUDA,1999,549.0,87.0,
BONAIRE,1999,78.0,118.0,
BOTSWANA,1999,1039.0,65.0,
BRITISH VIRGIN ISLANDS,1999,484.0,93.0,
BRUNEI DARUSSALAM,1999,967.0,68.0,
BULGARIA,1999,5056.0,27.0,
CANADA,1999,49055.0,8.0,8.0
CAYMAN ISLANDS,1999,1431.0,58.0,
CHAD,1999,93.0,117.0,
CHINA,1999,72796.0,4.0,4.0
COLOMBIA,1999,725.0,77.0,
COSTA RICA,1999,1267.0,62.0,
CROATIA,1999,29215.0,9.0,9.0
CUBA,1999,1603.0,57.0,
CURAÇAO,1999,433.0,95.0,
CYPRUS,1999,2578.0,45.0,
DOMINICA,1999,280.0,106.0,
DOMINICAN REPUBLIC,1999,2932.0,43.0,
ECUADOR,1999,518.0,90.0,
EGYPT,1999,4797.0,29.0,
ERITREA,1999,57.0,120.0,
ESTONIA,1999,3181.0,41.0,
ESWATINI,1999,1253.0,63.0,
FIJI,1999,544.0,88.0,
FINLAND,1999,3363.0,38.0,
FRENCH POLYNESIA,1999,236.0,108.0,
GABON,1999,262.0,107.0,
GEORGIA,1999,384.0,100.0,
GREECE,1999,12606.0,15.0,
GRENADA,1999,379.0,101.0,
GUADELOUPE,1999,854.0,74.0,
GUATEMALA,1999,823.0,75.0,
HAITI,1999,386.0,99.0,
HONDURAS,1999,428.0,96.0,
"HONG KONG, CHINA",1999,11328.0,16.0,
HUNGARY,1999,28803.0,10.0,10.0
ICELAND,1999,281.0,105.0,
INDIA,1999,2508.0,47.0,
INDONESIA,1999,4728.0,30.0,
"IRAN, ISLAMIC REPUBLIC OF",1999,1321.0,61.0,
IRAQ,1999,30.0,122.0,
ISRAEL,1999,2566.0,46.0,
ITALY,1999,59521.0,7.0,7.0
JAMAICA,1999,2013.0,51.0,
JAPAN,1999,4438.0,34.0,
JORDAN,1999,3231.0,40.0,
KAZAKHSTAN,1999,394.0,98.0,
KENYA,1999,969.0,67.0,
KIRIBATI,1999,20.0,125.0,
"KOREA, REPUBLIC OF",1999,4660.0,31.0,
KUWAIT,1999,1884.0,53.0,
KYRGYZSTAN,1999,165.0,111.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,1999,614.0,82.0,
LATVIA,1999,1738.0,55.0,
LESOTHO,1999,308.0,104.0,
LIBYA,1999,965.0,69.0,
LITHUANIA,1999,4454.0,33.0,
"MACAO, CHINA",1999,7444.0,21.0,
MALAYSIA,1999,13910.0,14.0,
MALTA,1999,1402.0,60.0,
MARTINIQUE,1999,903.0,73.0,
MAURITIUS,1999,600.0,84.0,
MEXICO,1999,99869.0,1.0,1.0
"MOLDOVA, REPUBLIC OF",1999,14.1,126.0,
MONGOLIA,1999,160.0,112.0,
MONTSERRAT,1999,13.0,127.0,
MOROCCO,1999,4088.0,36.0,
NAMIBIA,1999,694.0,79.0,
NEW CALEDONIA,1999,151.0,113.0,
NEW ZEALAND,1999,1607.0,56.0,
NICARAGUA,1999,530.0,89.0,
NIGERIA,1999,1425.0,59.0,
NORTHERN MARIANA ISLANDS,1999,502.0,91.0,
NORWAY,1999,5123.0,26.0,
PANAMA,1999,555.0,86.0,
PARAGUAY,1999,6569.0,23.0,
POLAND,1999,89118.0,2.0,2.0
PORTUGAL,1999,27016.0,11.0,
PUERTO RICO,1999,4221.0,35.0,
ROMANIA,1999,5224.0,25.0,
RUSSIAN FEDERATION,1999,18820.0,13.0,
SABA,1999,24.3,124.0,
SAINT KITTS AND NEVIS,1999,226.0,109.0,
SAINT LUCIA,1999,666.0,80.0,
SAINT VINCENT AND THE GRENADINES,1999,223.0,110.0,
SAN MARINO,1999,3148.0,42.0,
SEYCHELLES,1999,130.0,114.0,
SINGAPORE,1999,6958.0,22.0,
SINT EUSTATIUS,1999,25.0,123.0,
SINT MAARTEN (DUTCH PART),1999,1061.0,64.0,
SLOVENIA,1999,60009.0,6.0,6.0
SOUTH AFRICA,1999,6026.0,24.0,
SPAIN,1999,72040.0,5.0,5.0
SRI LANKA,1999,465.0,94.0,
STATE OF PALESTINE,1999,907.0,72.0,
SURINAME,1999,72.0,119.0,
SYRIAN ARAB REPUBLIC,1999,2682.0,44.0,
TAIWAN PROVINCE OF CHINA,1999,2411.0,48.0,
TAJIKISTAN,1999,4.5,128.0,
"TANZANIA, UNITED REPUBLIC OF",1999,627.0,81.0,
THAILAND,1999,9151.0,19.0,
TONGA,1999,44.0,121.0,
TRINIDAD AND TOBAGO,1999,421.0,97.0,
TUNISIA,1999,5000.0,28.0,
TÜRKIYE,1999,7487.0,20.0,
UKRAINE,1999,10990.0,17.0,
UNITED KINGDOM,1999,25394.0,12.0,
UNITED STATES OF AMERICA,1999,75796.0,3.0,3.0
UNITED STATES VIRGIN ISLANDS,1999,1964.0,52.0,
URUGUAY,1999,2273.0,49.0,
UZBEKISTAN,1999,487.0,92.0,
VANUATU,1999,96.0,116.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",1999,702.0,78.0,
VIET NAM,1999,1782.0,54.0,
