Country,Year,Value,Rank,Top10Rank
SAINT VINCENT AND THE GRENADINES,2009,271.0,118.0,
SAMOA,2009,129.0,126.0,
SAN MARINO,2009,2056.0,65.0,
SAUDI ARABIA,2009,13319.0,20.0,
SENEGAL,2009,815.0,98.0,
SEYCHELLES,2009,178.0,124.0,
SINGAPORE,2009,9683.0,22.0,
SINT MAARTEN (DUTCH PART),2009,1655.0,74.0,
SOUTH AFRICA,2009,9532.0,23.0,
SPAIN,2009,91899.0,4.0,4.0
SRI LANKA,2009,538.0,108.0,
STATE OF PALESTINE,2009,1740.0,72.0,
SURINAME,2009,151.0,125.0,
SYRIAN ARAB REPUBLIC,2009,7721.0,30.0,
TAIWAN PROVINCE OF CHINA,2009,4395.0,46.0,
TAJIKISTAN,2009,207.0,122.0,
"TANZANIA, UNITED REPUBLIC OF",2009,714.0,100.0,
TONGA,2009,75.0,130.0,
TRINIDAD AND TOBAGO,2009,534.0,109.0,
TUNISIA,2009,8507.0,27.0,
TÜRKIYE,2009,31760.0,10.0,10.0
TURKS AND CAICOS ISLANDS,2009,865.0,95.0,
UKRAINE,2009,24033.0,16.0,
UNITED KINGDOM,2009,31072.0,12.0,
UNITED STATES OF AMERICA,2009,160508.0,2.0,2.0
UNITED STATES VIRGIN ISLANDS,2009,2245.0,63.0,
URUGUAY,2009,2303.0,62.0,
UZBEKISTAN,2009,1215.0,86.0,
VANUATU,2009,226.0,121.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2009,567.0,104.0,
VIET NAM,2009,3747.0,50.0,
ZIMBABWE,2009,2017.0,66.0,
ALBANIA,2010,2417.0,64.0,
ALGERIA,2010,2070.0,66.0,
AMERICAN SAMOA,2010,40.3,133.0,
ANDORRA,2010,8551.0,29.0,
ANGUILLA,2010,118.0,130.0,
ANTIGUA AND BARBUDA,2010,788.0,99.0,
ARUBA,2010,1394.0,82.0,
AUSTRALIA,2010,5790.0,38.0,
AZERBAIJAN,2010,1963.0,70.0,
BAHAMAS,2010,5255.0,41.0,
BAHRAIN,2010,11952.0,21.0,
BARBADOS,2010,1197.0,86.0,
BELARUS,2010,5674.0,39.0,
BELIZE,2010,1054.0,89.0,
BERMUDA,2010,580.0,107.0,
BONAIRE,2010,297.0,118.0,
BRITISH VIRGIN ISLANDS,2010,842.0,97.0,
BULGARIA,2010,8374.0,30.0,
CAMEROON,2010,573.0,108.0,
CANADA,2010,25621.0,14.0,
CAYMAN ISLANDS,2010,1886.0,72.0,
CHILE,2010,3584.0,50.0,
CHINA,2010,133762.0,3.0,3.0
COLOMBIA,2010,1701.0,76.0,
CONGO,2010,199.0,124.0,
COSTA RICA,2010,2495.0,62.0,
COTE D´IVOIRE,2010,252.0,120.0,
CROATIA,2010,49006.0,8.0,8.0
CUBA,2010,2532.0,58.0,
CURAÇAO,2010,762.0,102.0,
CYPRUS,2010,2450.0,63.0,
CZECH REPUBLIC (CZECHIA),2010,21941.0,18.0,
DENMARK,2010,26730.0,13.0,
DOMINICA,2010,595.0,106.0,
DOMINICAN REPUBLIC,2010,4478.0,45.0,
ECUADOR,2010,1047.0,90.0,
EGYPT,2010,14731.0,19.0,
EL SALVADOR,2010,1606.0,79.0,
ERITREA,2010,84.0,131.0,
ESTONIA,2010,4369.0,47.0,
ESWATINI,2010,1343.0,84.0,
FIJI,2010,692.0,103.0,
FINLAND,2010,6182.0,35.0,
FRANCE,2010,189826.0,1.0,1.0
FRENCH POLYNESIA,2010,179.0,126.0,
GEORGIA,2010,2032.0,67.0,
GRENADA,2010,445.0,115.0,
GUADELOUPE,2010,497.0,113.0,
GUATEMALA,2010,1384.0,83.0,
HAITI,2010,793.0,98.0,
HONDURAS,2010,1965.0,69.0,
"HONG KONG, CHINA",2010,36030.0,10.0,10.0
HUNGARY,2010,39904.0,9.0,9.0
ICELAND,2010,559.0,109.0,
INDIA,2010,5881.0,37.0,
INDONESIA,2010,7003.0,33.0,
"IRAN, ISLAMIC REPUBLIC OF",2010,2938.0,54.0,
IRAQ,2010,1518.0,80.0,
ISRAEL,2010,3444.0,51.0,
ITALY,2010,73225.0,6.0,6.0
JAMAICA,2010,2832.0,55.0,
JAPAN,2010,8611.0,28.0,
JORDAN,2010,8078.0,31.0,
KAZAKHSTAN,2010,4097.0,48.0,
KENYA,2010,1609.0,78.0,
"KOREA, REPUBLIC OF",2010,8798.0,26.0,
KUWAIT,2010,5208.0,42.0,
KYRGYZSTAN,2010,1224.0,85.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2010,2513.0,61.0,
LATVIA,2010,5042.0,44.0,
LESOTHO,2010,426.0,116.0,
LITHUANIA,2010,4073.0,49.0,
"MACAO, CHINA",2010,24965.0,15.0,
MALTA,2010,1815.0,74.0,
MARTINIQUE,2010,553.0,111.0,
MAURITIUS,2010,956.0,94.0,
MEXICO,2010,81953.0,5.0,5.0
MONGOLIA,2010,557.0,110.0,
MONTSERRAT,2010,7.7,135.0,
MOROCCO,2010,9752.0,25.0,
MOZAMBIQUE,2010,1836.0,73.0,
NAMIBIA,2010,1114.0,87.0,
NEW CALEDONIA,2010,282.0,119.0,
NEW ZEALAND,2010,2530.0,60.0,
NICARAGUA,2010,1071.0,88.0,
NIGERIA,2010,6113.0,36.0,
NORTHERN MARIANA ISLANDS,2010,379.0,117.0,
NORWAY,2010,6578.0,34.0,
OMAN,2010,1500.0,81.0,
PANAMA,2010,1726.0,75.0,
PAPUA NEW GUINEA,2010,146.0,128.0,
PARAGUAY,2010,3171.0,52.0,
PERU,2010,2948.0,53.0,
POLAND,2010,58340.0,7.0,7.0
PUERTO RICO,2010,4379.0,46.0,
QATAR,2010,1700.0,77.0,
ROMANIA,2010,7498.0,32.0,
RUSSIAN FEDERATION,2010,22281.0,17.0,
RWANDA,2010,667.0,104.0,
SABA,2010,22.5,134.0,
SAINT KITTS AND NEVIS,2010,624.0,105.0,
SAINT LUCIA,2010,984.0,92.0,
SAINT VINCENT AND THE GRENADINES,2010,231.0,122.0,
SAMOA,2010,130.0,129.0,
SAN MARINO,2010,1976.0,68.0,
SAUDI ARABIA,2010,13025.0,20.0,
SENEGAL,2010,906.0,95.0,
SEYCHELLES,2010,191.0,125.0,
SINGAPORE,2010,11642.0,22.0,
SINT MAARTEN (DUTCH PART),2010,1956.0,71.0,
SOUTH AFRICA,2010,11303.0,23.0,
SPAIN,2010,93744.0,4.0,4.0
SRI LANKA,2010,766.0,101.0,
STATE OF PALESTINE,2010,2821.0,56.0,
SURINAME,2010,206.0,123.0,
SYRIAN ARAB REPUBLIC,2010,10970.0,24.0,
TAIWAN PROVINCE OF CHINA,2010,5567.0,40.0,
TAJIKISTAN,2010,160.0,127.0,
"TANZANIA, UNITED REPUBLIC OF",2010,783.0,100.0,
TONGA,2010,65.0,132.0,
TRINIDAD AND TOBAGO,2010,490.0,114.0,
TUNISIA,2010,8640.0,27.0,
TÜRKIYE,2010,32997.0,11.0,
TURKS AND CAICOS ISLANDS,2010,899.0,96.0,
UKRAINE,2010,24114.0,16.0,
UNITED KINGDOM,2010,30398.0,12.0,
UNITED STATES OF AMERICA,2010,162275.0,2.0,2.0
UNITED STATES VIRGIN ISLANDS,2010,2531.0,59.0,
URUGUAY,2010,2708.0,57.0,
UZBEKISTAN,2010,975.0,93.0,
VANUATU,2010,238.0,121.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2010,535.0,112.0,
VIET NAM,2010,5050.0,43.0,
YEMEN,2010,1035.0,91.0,
ZIMBABWE,2010,2239.0,65.0,
ALBANIA,2011,2932.0,58.0,
ALGERIA,2011,2395.0,68.0,
AMERICAN SAMOA,2011,41.3,133.0,
ANDORRA,2011,7983.0,27.0,
ANGUILLA,2011,124.0,130.0,
ANTIGUA AND BARBUDA,2011,848.0,100.0,
ARUBA,2011,1469.0,82.0,
AUSTRALIA,2011,5771.0,40.0,
AZERBAIJAN,2011,2239.0,70.0,
BAHAMAS,2011,5588.0,42.0,
BAHRAIN,2011,6732.0,32.0,
BARBADOS,2011,1187.0,86.0,
BELARUS,2011,5877.0,39.0,
BELIZE,2011,1106.0,91.0,
BENIN,2011,222.0,121.0,
BERMUDA,2011,652.0,105.0,
BRITISH VIRGIN ISLANDS,2011,831.0,102.0,
BULGARIA,2011,8713.0,26.0,
CAMEROON,2011,604.0,109.0,
CANADA,2011,25066.0,15.0,
CAYMAN ISLANDS,2011,1710.0,79.0,
CHILE,2011,3963.0,49.0,
CHINA,2011,135423.0,3.0,3.0
COLOMBIA,2011,2356.0,69.0,
CONGO,2011,224.0,120.0,
"CONGO, DEMOCRATIC REPUBLIC OF THE",2011,197.0,125.0,
COSTA RICA,2011,2526.0,66.0,
COTE D´IVOIRE,2011,270.0,118.0,
CROATIA,2011,49969.0,8.0,8.0
CUBA,2011,2716.0,61.0,
CURAÇAO,2011,837.0,101.0,
CYPRUS,2011,2626.0,64.0,
CZECH REPUBLIC (CZECHIA),2011,22810.0,18.0,
DENMARK,2011,25811.0,14.0,
DOMINICA,2011,418.0,114.0,
DOMINICAN REPUBLIC,2011,4654.0,46.0,
ECUADOR,2011,1141.0,89.0,
EGYPT,2011,9845.0,23.0,
EL SALVADOR,2011,1634.0,80.0,
ERITREA,2011,107.0,131.0,
ESTONIA,2011,4907.0,45.0,
ESWATINI,2011,1328.0,85.0,
FIJI,2011,734.0,103.0,
FINLAND,2011,7260.0,30.0,
FRANCE,2011,196595.0,1.0,1.0
FRENCH POLYNESIA,2011,196.0,126.0,
GEORGIA,2011,2712.0,62.0,
GRENADA,2011,447.0,112.0,
GUADELOUPE,2011,419.0,113.0,
GUATEMALA,2011,1434.0,83.0,
HAITI,2011,946.0,97.0,
HONDURAS,2011,1852.0,77.0,
"HONG KONG, CHINA",2011,41921.0,9.0,9.0
HUNGARY,2011,41304.0,10.0,10.0
ICELAND,2011,628.0,106.0,
INDONESIA,2011,7650.0,28.0,
"IRAN, ISLAMIC REPUBLIC OF",2011,3354.0,53.0,
IRAQ,2011,1510.0,81.0,
ISRAEL,2011,3362.0,52.0,
ITALY,2011,75866.0,5.0,5.0
JAMAICA,2011,3077.0,56.0,
JAPAN,2011,6219.0,35.0,
JORDAN,2011,6813.0,31.0,
KAZAKHSTAN,2011,5685.0,41.0,
KENYA,2011,1823.0,78.0,
"KOREA, REPUBLIC OF",2011,9795.0,24.0,
KUWAIT,2011,5574.0,43.0,
KYRGYZSTAN,2011,3025.0,57.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2011,2724.0,60.0,
LATVIA,2011,5538.0,44.0,
LESOTHO,2011,398.0,115.0,
LITHUANIA,2011,4504.0,47.0,
"MACAO, CHINA",2011,28002.0,13.0,
MALTA,2011,1916.0,76.0,
MARTINIQUE,2011,538.0,110.0,
MAURITIUS,2011,983.0,93.0,
MEXICO,2011,75732.0,6.0,6.0
MONGOLIA,2011,627.0,107.0,
MONTSERRAT,2011,7.4,134.0,
MOROCCO,2011,9784.0,25.0,
MOZAMBIQUE,2011,2013.0,74.0,
NAMIBIA,2011,1163.0,88.0,
NEW CALEDONIA,2011,348.0,116.0,
NEW ZEALAND,2011,2617.0,65.0,
NICARAGUA,2011,1122.0,90.0,
NIGERIA,2011,3765.0,50.0,
NORTHERN MARIANA ISLANDS,2011,341.0,117.0,
NORWAY,2011,6693.0,33.0,
OMAN,2011,1393.0,84.0,
PANAMA,2011,2004.0,75.0,
PAPUA NEW GUINEA,2011,165.0,128.0,
PARAGUAY,2011,3365.0,51.0,
PERU,2011,3299.0,54.0,
POLAND,2011,60745.0,7.0,7.0
PUERTO RICO,2011,4214.0,48.0,
QATAR,2011,2057.0,72.0,
ROMANIA,2011,7611.0,29.0,
RUSSIAN FEDERATION,2011,24932.0,16.0,
RWANDA,2011,908.0,98.0,
SAINT KITTS AND NEVIS,2011,723.0,104.0,
SAINT LUCIA,2011,950.0,96.0,
SAINT VINCENT AND THE GRENADINES,2011,208.0,124.0,
SAMOA,2011,128.0,129.0,
SAN MARINO,2011,2038.0,73.0,
SAUDI ARABIA,2011,15776.0,20.0,
SENEGAL,2011,977.0,94.0,
SEYCHELLES,2011,210.0,123.0,
SINGAPORE,2011,13171.0,21.0,
SINT MAARTEN (DUTCH PART),2011,2080.0,71.0,
SOUTH AFRICA,2011,12097.0,22.0,
SPAIN,2011,99187.0,4.0,4.0
SRI LANKA,2011,976.0,95.0,
STATE OF PALESTINE,2011,2730.0,59.0,
SURINAME,2011,221.0,122.0,
SWEDEN,2011,19405.0,19.0,
SYRIAN ARAB REPUBLIC,2011,6476.0,34.0,
TAIWAN PROVINCE OF CHINA,2011,6087.0,36.0,
TAJIKISTAN,2011,183.0,127.0,
"TANZANIA, UNITED REPUBLIC OF",2011,868.0,99.0,
TONGA,2011,68.0,132.0,
TRINIDAD AND TOBAGO,2011,491.0,111.0,
TUNISIA,2011,6038.0,37.0,
TÜRKIYE,2011,36769.0,11.0,
TURKS AND CAICOS ISLANDS,2011,1010.0,92.0,
UKRAINE,2011,24535.0,17.0,
UNITED KINGDOM,2011,31886.0,12.0,
UNITED STATES OF AMERICA,2011,147271.0,2.0,2.0
UNITED STATES VIRGIN ISLANDS,2011,2686.0,63.0,
URUGUAY,2011,3244.0,55.0,
UZBEKISTAN,2011,1393.0,84.0,
VANUATU,2011,249.0,119.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2011,625.0,108.0,
VIET NAM,2011,6014.0,38.0,
YEMEN,2011,1175.0,87.0,
ZIMBABWE,2011,2423.0,67.0,
ALBANIA,2012,3514.0,53.0,
ALGERIA,2012,2634.0,62.0,
AMERICAN SAMOA,2012,50.2,129.0,
ANDORRA,2012,7900.0,31.0,
ANGUILLA,2012,129.0,126.0,
ANTIGUA AND BARBUDA,2012,819.0,99.0,
ARUBA,2012,1481.0,81.0,
AUSTRALIA,2012,6032.0,38.0,
AZERBAIJAN,2012,2484.0,65.0,
BAHAMAS,2012,5940.0,39.0,
BAHRAIN,2012,8062.0,28.0,
BARBADOS,2012,1053.0,91.0,
BELARUS,2012,6130.0,37.0,
BELIZE,2012,1028.0,92.0,
BENIN,2012,232.0,120.0,
BERMUDA,2012,610.0,106.0,
BRITISH VIRGIN ISLANDS,2012,753.0,102.0,
BULGARIA,2012,8867.0,26.0,
CAMEROON,2012,817.0,100.0,
CANADA,2012,25318.0,17.0,
CAYMAN ISLANDS,2012,1829.0,75.0,
CHILE,2012,4397.0,46.0,
CHINA,2012,132405.0,3.0,3.0
COLOMBIA,2012,2434.0,66.0,
CONGO,2012,259.0,117.0,
COSTA RICA,2012,2542.0,64.0,
COTE D´IVOIRE,2012,289.0,116.0,
CROATIA,2012,47185.0,9.0,9.0
CUBA,2012,2847.0,59.0,
CURAÇAO,2012,908.0,97.0,
CYPRUS,2012,2635.0,61.0,
CZECH REPUBLIC (CZECHIA),2012,25750.0,16.0,
DENMARK,2012,26402.0,15.0,
DOMINICA,2012,348.0,114.0,
DOMINICAN REPUBLIC,2012,4901.0,44.0,
ECUADOR,2012,1272.0,84.0,
EGYPT,2012,11532.0,23.0,
EL SALVADOR,2012,1738.0,77.0,
ERITREA,2012,129.0,126.0,
ESTONIA,2012,5007.0,42.0,
ESWATINI,2012,1278.0,83.0,
FIJI,2012,741.0,103.0,
FINLAND,2012,7636.0,32.0,
FRANCE,2012,197522.0,1.0,1.0
FRENCH POLYNESIA,2012,210.0,122.0,
GEORGIA,2012,4106.0,48.0,
GRENADA,2012,370.0,113.0,
GUADELOUPE,2012,487.0,109.0,
GUATEMALA,2012,1491.0,80.0,
HAITI,2012,959.0,96.0,
HONDURAS,2012,1903.0,72.0,
"HONG KONG, CHINA",2012,48615.0,8.0,8.0
HUNGARY,2012,43565.0,10.0,10.0
ICELAND,2012,765.0,101.0,
INDONESIA,2012,8044.0,29.0,
"IRAN, ISLAMIC REPUBLIC OF",2012,3834.0,49.0,
IRAQ,2012,1111.0,88.0,
ISRAEL,2012,3520.0,52.0,
ITALY,2012,76293.0,6.0,6.0
JAMAICA,2012,3306.0,56.0,
JAPAN,2012,8358.0,27.0,
JORDAN,2012,6314.0,35.0,
KAZAKHSTAN,2012,6163.0,36.0,
KENYA,2012,1711.0,79.0,
"KOREA, REPUBLIC OF",2012,11140.0,24.0,
KUWAIT,2012,5729.0,40.0,
KYRGYZSTAN,2012,3393.0,54.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2012,3330.0,55.0,
LATVIA,2012,5569.0,41.0,
LESOTHO,2012,423.0,110.0,
LITHUANIA,2012,4979.0,43.0,
"MACAO, CHINA",2012,28082.0,14.0,
MALTA,2012,2007.0,71.0,
MARTINIQUE,2012,603.0,107.0,
MAURITIUS,2012,984.0,93.0,
MEXICO,2012,76749.0,5.0,5.0
MONGOLIA,2012,624.0,105.0,
MONTSERRAT,2012,9.9,130.0,
MOROCCO,2012,9830.0,25.0,
MOZAMBIQUE,2012,2206.0,69.0,
NAMIBIA,2012,1245.0,85.0,
NEW CALEDONIA,2012,390.0,112.0,
NEW ZEALAND,2012,2574.0,63.0,
NICARAGUA,2012,1233.0,86.0,
NIGERIA,2012,4673.0,45.0,
NORTHERN MARIANA ISLANDS,2012,401.0,111.0,
OMAN,2012,1714.0,78.0,
PANAMA,2012,2086.0,70.0,
PAPUA NEW GUINEA,2012,175.0,124.0,
PARAGUAY,2012,3655.0,50.0,
PERU,2012,3642.0,51.0,
POLAND,2012,67390.0,7.0,7.0
PUERTO RICO,2012,4197.0,47.0,
QATAR,2012,2324.0,67.0,
ROMANIA,2012,7937.0,30.0,
RUSSIAN FEDERATION,2012,28177.0,13.0,
RWANDA,2012,1061.0,90.0,
SAINT KITTS AND NEVIS,2012,666.0,104.0,
SAINT LUCIA,2012,889.0,98.0,
SAINT VINCENT AND THE GRENADINES,2012,200.0,123.0,
SAMOA,2012,135.0,125.0,
SAN MARINO,2012,1869.0,74.0,
SAUDI ARABIA,2012,19847.0,20.0,
SENEGAL,2012,967.0,95.0,
SEYCHELLES,2012,216.0,121.0,
SIERRA LEONE,2012,75.0,127.0,
SINGAPORE,2012,14496.0,21.0,
SINT MAARTEN (DUTCH PART),2012,2210.0,68.0,
SOUTH AFRICA,2012,13069.0,22.0,
SPAIN,2012,98128.0,4.0,4.0
SRI LANKA,2012,1133.0,87.0,
STATE OF PALESTINE,2012,3051.0,58.0,
SURINAME,2012,240.0,119.0,
SWEDEN,2012,20011.0,19.0,
TAIWAN PROVINCE OF CHINA,2012,7311.0,33.0,
TAJIKISTAN,2012,244.0,118.0,
"TANZANIA, UNITED REPUBLIC OF",2012,1077.0,89.0,
TONGA,2012,57.0,128.0,
TRINIDAD AND TOBAGO,2012,504.0,108.0,
TÜRKIYE,2012,37715.0,11.0,
TURKS AND CAICOS ISLANDS,2012,968.0,94.0,
UKRAINE,2012,25061.0,18.0,
UNITED KINGDOM,2012,32221.0,12.0,
UNITED STATES OF AMERICA,2012,171630.0,2.0,2.0
UNITED STATES VIRGIN ISLANDS,2012,2640.0,60.0,
URUGUAY,2012,3155.0,57.0,
UZBEKISTAN,2012,1895.0,73.0,
VANUATU,2012,321.0,115.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2012,1061.0,90.0,
VIET NAM,2012,6848.0,34.0,
YEMEN,2012,1282.0,82.0,
ZIMBABWE,2012,1794.0,76.0,
ALBANIA,2013,3256.0,57.0,
ALGERIA,2013,2733.0,61.0,
AMERICAN SAMOA,2013,49.3,131.0,
ANDORRA,2013,7676.0,34.0,
ANGUILLA,2013,151.0,126.0,
ANTIGUA AND BARBUDA,2013,777.0,102.0,
ARUBA,2013,1667.0,80.0,
AUSTRALIA,2013,6482.0,37.0,
AZERBAIJAN,2013,2509.0,68.0,
BAHAMAS,2013,6151.0,40.0,
BAHRAIN,2013,9163.0,30.0,
BARBADOS,2013,1079.0,92.0,
BELARUS,2013,6242.0,38.0,
BELIZE,2013,1022.0,96.0,
BENIN,2013,252.0,119.0,
BERMUDA,2013,576.0,108.0,
BRITISH VIRGIN ISLANDS,2013,742.0,104.0,
BULGARIA,2013,9192.0,29.0,
CAMEROON,2013,783.0,101.0,
CANADA,2013,25167.0,18.0,
CAYMAN ISLANDS,2013,1721.0,79.0,
CHILE,2013,4457.0,48.0,
CHINA,2013,129078.0,3.0,3.0
COLOMBIA,2013,2595.0,67.0,
CONGO,2013,345.0,116.0,
COSTA RICA,2013,2641.0,64.0,
COTE D´IVOIRE,2013,380.0,114.0,
CROATIA,2013,48345.0,9.0,9.0
CUBA,2013,2862.0,60.0,
CURAÇAO,2013,1071.0,93.0,
CYPRUS,2013,2626.0,65.0,
CZECH REPUBLIC (CZECHIA),2013,26332.0,16.0,
DENMARK,2013,26516.0,15.0,
DOMINICA,2013,311.0,118.0,
DOMINICAN REPUBLIC,2013,5114.0,45.0,
ECUADOR,2013,1364.0,84.0,
EGYPT,2013,9464.0,28.0,
EL SALVADOR,2013,1822.0,78.0,
ERITREA,2013,141.0,127.0,
ESTONIA,2013,5737.0,42.0,
ESWATINI,2013,1299.0,87.0,
FIJI,2013,769.0,103.0,
FRANCE,2013,204410.0,1.0,1.0
FRENCH POLYNESIA,2013,214.0,122.0,
GEORGIA,2013,4954.0,46.0,
GREECE,2013,20112.0,19.0,
GRENADA,2013,327.0,117.0,
GUADELOUPE,2013,645.0,106.0,
GUATEMALA,2013,1516.0,82.0,
HAITI,2013,1064.0,95.0,
HONDURAS,2013,1857.0,76.0,
"HONG KONG, CHINA",2013,54299.0,8.0,8.0
HUNGARY,2013,43611.0,10.0,10.0
ICELAND,2013,900.0,99.0,
INDONESIA,2013,8802.0,31.0,
"IRAN, ISLAMIC REPUBLIC OF",2013,4769.0,47.0,
IRAQ,2013,892.0,100.0,
ISRAEL,2013,3540.0,54.0,
ITALY,2013,76762.0,6.0,6.0
JAMAICA,2013,3274.0,56.0,
JAPAN,2013,10364.0,26.0,
JORDAN,2013,5389.0,43.0,
KAZAKHSTAN,2013,6841.0,36.0,
KENYA,2013,1520.0,81.0,
"KOREA, REPUBLIC OF",2013,12176.0,25.0,
KUWAIT,2013,6217.0,39.0,
KYRGYZSTAN,2013,4134.0,50.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2013,3779.0,53.0,
LATVIA,2013,5822.0,41.0,
LESOTHO,2013,433.0,113.0,
LITHUANIA,2013,5264.0,44.0,
"MACAO, CHINA",2013,29325.0,14.0,
MALTA,2013,2013.0,71.0,
MARTINIQUE,2013,622.0,107.0,
MAURITIUS,2013,1015.0,97.0,
MEXICO,2013,78100.0,5.0,5.0
MONGOLIA,2013,515.0,109.0,
MONTSERRAT,2013,8.7,132.0,
MOROCCO,2013,10349.0,27.0,
MOZAMBIQUE,2013,1970.0,72.0,
NAMIBIA,2013,1327.0,85.0,
NEW CALEDONIA,2013,494.0,110.0,
NEW ZEALAND,2013,2710.0,62.0,
NICARAGUA,2013,1273.0,88.0,
NIGERIA,2013,4038.0,51.0,
NORTHERN MARIANA ISLANDS,2013,439.0,112.0,
OMAN,2013,1923.0,74.0,
PANAMA,2013,2202.0,70.0,
PAPUA NEW GUINEA,2013,182.0,125.0,
PARAGUAY,2013,3538.0,55.0,
PERU,2013,4010.0,52.0,
POLAND,2013,72310.0,7.0,7.0
PUERTO RICO,2013,4210.0,49.0,
QATAR,2013,2612.0,66.0,
ROMANIA,2013,8019.0,32.0,
RUSSIAN FEDERATION,2013,30792.0,13.0,
RWANDA,2013,1122.0,89.0,
SAINT KITTS AND NEVIS,2013,695.0,105.0,
SAINT LUCIA,2013,921.0,98.0,
SAINT VINCENT AND THE GRENADINES,2013,200.0,124.0,
SAMOA,2013,125.0,128.0,
SAN MARINO,2013,1905.0,75.0,
SAUDI ARABIA,2013,19934.0,20.0,
SENEGAL,2013,1069.0,94.0,
SEYCHELLES,2013,237.0,121.0,
SIERRA LEONE,2013,95.0,129.0,
SINGAPORE,2013,15568.0,22.0,
SINT MAARTEN (DUTCH PART),2013,2253.0,69.0,
SLOVAKIA,2013,12583.0,24.0,
SOUTH AFRICA,2013,14318.0,23.0,
SPAIN,2013,103231.0,4.0,4.0
SRI LANKA,2013,1415.0,83.0,
STATE OF PALESTINE,2013,2874.0,59.0,
SURINAME,2013,250.0,120.0,
SWEDEN,2013,18803.0,21.0,
TAIWAN PROVINCE OF CHINA,2013,8016.0,33.0,
TAJIKISTAN,2013,208.0,123.0,
"TANZANIA, UNITED REPUBLIC OF",2013,1096.0,90.0,
TONGA,2013,60.0,130.0,
TRINIDAD AND TOBAGO,2013,467.0,111.0,
TÜRKIYE,2013,39861.0,11.0,
TURKS AND CAICOS ISLANDS,2013,1069.0,94.0,
UKRAINE,2013,26025.0,17.0,
UNITED KINGDOM,2013,33567.0,12.0,
UNITED STATES OF AMERICA,2013,179310.0,2.0,2.0
UNITED STATES VIRGIN ISLANDS,2013,2702.0,63.0,
URUGUAY,2013,3242.0,58.0,
UZBEKISTAN,2013,1969.0,73.0,
VANUATU,2013,357.0,115.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2013,1085.0,91.0,
VIET NAM,2013,7572.0,35.0,
YEMEN,2013,1323.0,86.0,
ZIMBABWE,2013,1833.0,77.0,
ALBANIA,2014,3673.0,54.0,
ALGERIA,2014,2301.0,69.0,
AMERICAN SAMOA,2014,51.6,129.0,
ANDORRA,2014,7797.0,35.0,
ANGUILLA,2014,177.0,124.0,
ANTIGUA AND BARBUDA,2014,771.0,104.0,
ARUBA,2014,1739.0,80.0,
AUSTRALIA,2014,6922.0,36.0,
AZERBAIJAN,2014,2298.0,70.0,
BAHAMAS,2014,6320.0,39.0,
BAHRAIN,2014,10452.0,28.0,
BARBADOS,2014,1079.0,95.0,
BELARUS,2014,5375.0,43.0,
BELIZE,2014,1289.0,88.0,
BENIN,2014,265.0,116.0,
BERMUDA,2014,580.0,107.0,
BRITISH VIRGIN ISLANDS,2014,773.0,103.0,
BULGARIA,2014,9409.0,32.0,
CAMEROON,2014,822.0,100.0,
CANADA,2014,25558.0,17.0,
CAYMAN ISLANDS,2014,1993.0,75.0,
CHILE,2014,4601.0,49.0,
CHINA,2014,128499.0,3.0,3.0
COLOMBIA,2014,2866.0,61.0,
CONGO,2014,229.0,119.0,
COSTA RICA,2014,2760.0,65.0,
COTE D´IVOIRE,2014,471.0,110.0,
CROATIA,2014,51168.0,9.0,9.0
CUBA,2014,3014.0,59.0,
CURAÇAO,2014,1129.0,92.0,
CYPRUS,2014,2558.0,66.0,
CZECH REPUBLIC (CZECHIA),2014,27166.0,16.0,
DENMARK,2014,28070.0,15.0,
DOMINICA,2014,370.0,114.0,
DOMINICAN REPUBLIC,2014,5576.0,42.0,
ECUADOR,2014,1695.0,81.0,
EGYPT,2014,9878.0,30.0,
EL SALVADOR,2014,1886.0,76.0,
ERITREA,2014,119.0,126.0,
ESTONIA,2014,5804.0,41.0,
ESWATINI,2014,1325.0,87.0,
FIJI,2014,781.0,102.0,
FRANCE,2014,206599.0,1.0,1.0
FRENCH POLYNESIA,2014,228.0,120.0,
GEORGIA,2014,5004.0,46.0,
GREECE,2014,24272.0,18.0,
GRENADA,2014,387.0,113.0,
GUADELOUPE,2014,720.0,105.0,
GUATEMALA,2014,1739.0,80.0,
HAITI,2014,1128.0,93.0,
HONDURAS,2014,2082.0,73.0,
"HONG KONG, CHINA",2014,60839.0,8.0,8.0
HUNGARY,2014,45984.0,10.0,10.0
ICELAND,2014,1102.0,94.0,
INDONESIA,2014,9435.0,31.0,
"IRAN, ISLAMIC REPUBLIC OF",2014,4968.0,47.0,
ISRAEL,2014,3251.0,57.0,
ITALY,2014,77694.0,6.0,6.0
JAMAICA,2014,3504.0,55.0,
JAPAN,2014,13413.0,24.0,
JORDAN,2014,5327.0,44.0,
KAZAKHSTAN,2014,6333.0,38.0,
